"id","category","title","content","keywords"
"87","数学基础","什么是RAG检索增强生成","RAG（Retrieval-Augmented Generation，检索增强生成）是一种结合信息检索与大语言模型的技术。它先把文档切分、向量化存入知识库，提问时检索出最相关的内容片段，再连同问题一起交给大模型生成答案。RAG 能让模型基于外部知识回答，减少幻觉、支持知识更新。","RAG,检索增强生成,向量检索,大模型,幻觉"
"88","数学基础","词向量与Embedding","词向量（Word Embedding）把词语映射为低维稠密的实数向量，使语义相近的词在向量空间中距离也相近，解决了独热编码维度高、无语义的问题。经典方法有 Word2Vec、GloVe。现代大模型用更强的上下文 Embedding（如 BERT）表示文本，是 RAG 检索的基础。","词向量,Embedding,Word2Vec,语义,稠密向量"
"89","数学基础","数据集划分的意义","把数据划分为训练集和测试集是为了客观评估模型的泛化能力。若用训练数据评估，模型可能只是记住了答案而非学会规律，导致评估虚高。测试集模拟未见过的新数据，只有在测试集上表现好的模型才真正有用。常用 train_test_split 随机划分。","数据集划分,训练集,测试集,泛化,train_test_split"
"90","数学基础","模型的泛化能力","泛化能力指模型在未见过的新数据上的表现能力，是衡量模型好坏的根本标准。机器学习的目标不是在训练集上拟合得多好，而是在新数据上预测得多准。过拟合会损害泛化能力。提升泛化的方法有正则化、交叉验证、增加数据、集成学习等。","泛化能力,新数据,过拟合,正则化,模型评估"
"91","数学基础","样本、特征与标签","样本（实例）是数据集中的一行，代表一个观测对象；特征（属性）是描述样本的各个维度（列），是模型的输入；标签（目标）是要预测的结果，是监督学习的输出。例如预测房价：每套房是一个样本，面积、地段是特征，价格是标签。","样本,特征,标签,实例,数据集"
"92","数学基础","超参数与参数的区别","参数是模型从训练数据中自动学习得到的，如线性回归的权重、神经网络的连接权值；超参数是训练前人工设定、不通过训练学习的配置，如学习率、树的深度、K 值、正则化系数。超参数需要通过网格搜索、交叉验证等方法进行调优。","超参数,参数,学习率,调优,网格搜索"
"93","无监督学习","高斯混合模型GMM","高斯混合模型（GMM）是一种基于概率的软聚类方法，假设数据由若干个高斯分布混合生成，每个高斯分布对应一个簇。它用 EM 算法迭代求解各高斯分量的参数，输出样本属于各簇的概率（软分配），而非 K-means 的硬分配。GMM 能拟合椭圆形簇，比 K-means 更灵活。","GMM,高斯混合,软聚类,EM算法,概率"
"94","无监督学习","EM算法","EM（期望最大化）算法用于含隐变量的概率模型参数估计。它交替执行两步：E 步根据当前参数估计隐变量的期望（如样本属于各簇的概率）；M 步基于该期望重新估计模型参数使似然最大。反复迭代直至收敛。GMM、隐马尔可夫模型的训练都依赖 EM 算法。","EM算法,期望最大化,隐变量,迭代,似然"
"95","无监督学习","t-SNE降维可视化","t-SNE 是一种非线性降维方法，专门用于高维数据的可视化。它把高维空间中样本间的相似度转化为概率分布，在低维（通常 2 维）空间中尽量保持这种邻近关系，使相似样本聚在一起。t-SNE 可视化效果好，但计算量大、不适合作为通用降维或新样本映射。","t-SNE,非线性降维,可视化,高维数据,邻近关系"
"96","无监督学习","PCA与t-SNE的区别","PCA 是线性降维，速度快、可解释（保留方差最大方向）、能映射新样本，但难以捕捉非线性结构；t-SNE 是非线性降维，擅长保留局部结构、可视化效果好，但计算慢、结果随机、不能直接映射新数据。实践中常先用 PCA 粗降维，再用 t-SNE 可视化。","PCA,t-SNE,线性降维,非线性,可视化"
"97","无监督学习","聚类与分类的区别","分类是监督学习，训练数据有标签，目标是学习把样本划入预先定义好的类别；聚类是无监督学习，数据没有标签，目标是根据相似性自动把样本分组，组的含义事后再解释。一句话：分类是有老师指导的归类，聚类是无老师指导的自动分群。","聚类,分类,监督,无监督,标签"
"98","神经网络","前向传播","前向传播是神经网络的推理过程：输入数据从输入层逐层经过加权求和与激活函数计算，最终在输出层得到预测结果。每一层的输出作为下一层的输入。前向传播得到预测值后，再通过损失函数计算误差，进而由反向传播更新权重。","前向传播,推理,加权求和,激活函数,预测"
"99","神经网络","全连接层","全连接层（Dense / Fully Connected Layer）是神经网络中最基本的层，该层每个神经元都与上一层所有神经元相连，对输入做加权求和并加偏置，再经激活函数输出。它参数量大，常用于网络末端做分类决策。CNN 中卷积层后通常接全连接层输出结果。","全连接层,Dense,神经元,加权求和,分类"
"100","神经网络","优化器Adam","Adam 是一种自适应学习率的优化器，结合了动量法（利用历史梯度平滑更新方向）和 RMSprop（根据梯度大小自适应调整各参数学习率）的优点。它收敛快、对超参数不敏感、适用于大多数深度学习任务，是目前最常用的默认优化器。","Adam,优化器,自适应学习率,动量,RMSprop"
"101","模型评估","宏平均与微平均","在多分类评估中，宏平均（macro）先分别计算各类别的指标再取算术平均，平等对待每个类别，适合关注小类别；微平均（micro）把所有类别的 TP、FP、FN 汇总后整体计算，受样本量大的类别主导。加权平均（weighted）按各类样本数加权。类别不平衡时三者差异明显。","宏平均,微平均,macro,micro,多分类"
"102","模型评估","学习曲线","学习曲线展示模型性能随训练样本数量或训练轮次的变化趋势，常画训练集和验证集两条曲线。若两条曲线都低且接近，说明欠拟合；若训练高、验证低且差距大，说明过拟合。学习曲线帮助诊断模型问题并判断增加数据是否有用。","学习曲线,欠拟合,过拟合,诊断,训练样本"
"103","特征工程","数据清洗","数据清洗是数据预处理的关键步骤，目的是提高数据质量。主要工作包括：处理缺失值、识别和处理异常值、删除重复值、纠正格式错误和不一致、统一单位与编码。脏数据会严重影响模型效果，所谓垃圾进垃圾出，因此数据清洗往往占据项目大量时间。","数据清洗,缺失值,异常值,重复值,数据质量"
"104","特征工程","特征缩放的必要性","特征缩放（标准化/归一化）使不同量纲、不同范围的特征处于可比尺度。对基于距离的算法（KNN、K-means、SVM）和基于梯度的算法（逻辑回归、神经网络），若不缩放，数值范围大的特征会主导结果或导致收敛缓慢。而决策树、随机森林等树模型对特征缩放不敏感。","特征缩放,量纲,距离算法,梯度,树模型"
"105","特征工程","特征重要性","特征重要性衡量各特征对模型预测的贡献程度。树模型（随机森林、GBDT）可直接输出基于分裂增益的特征重要性；线性模型可看权重系数绝对值；通用方法有排列重要性（打乱某特征看性能下降程度）和 SHAP 值。特征重要性有助于特征选择和模型解释。","特征重要性,随机森林,SHAP,排列重要性,模型解释"
"106","监督学习","多元线性回归","多元线性回归将单变量线性回归推广到多个特征，模型形式为 y=w1x1+w2x2+...+wnxn+b。通过最小化全部样本的均方误差（MSE）同时对多个权重求解，常用矩阵形式 w=(X^T X)^-1 X^T y 一步求得。特征间若存在高度相关（多重共线性），会导致系数估计不稳定。","多元线性回归,多重共线性,MSE,特征权重,最小二乘法"
"107","监督学习","多项式回归","多项式回归通过对原始特征构造高次项（如 x^2、x^3、x1*x2）扩展线性回归的表达能力，使其能拟合非线性数据。本质仍是线性模型——对扩展后的特征做线性回归。次数越高拟合训练集越好，但过拟合风险也越大，需配合正则化使用。","多项式回归,高次项,非线性,特征扩展,过拟合"
"108","监督学习","岭回归（Ridge回归）","岭回归在普通线性回归损失函数中加入 L2 正则项（λΣwi^2），惩罚过大的权重，缓解多重共线性并降低过拟合。当样本数少于特征数时岭回归可保证矩阵可逆。正则化强度 λ 越大，系数越收缩向 0 但不会恰好等于 0。","岭回归,L2正则化,多重共线性,系数收缩,λ超参数"
"109","监督学习","Lasso回归","Lasso（最小绝对收缩和选择算子）在损失函数中加入 L1 正则项（λΣ|wi|）。与岭回归关键区别是：L1 惩罚能把部分权重精确压缩到 0，从而自动完成特征选择，输出稀疏模型。适合特征维度远大于样本数的高维数据场景。","Lasso,L1正则化,特征选择,稀疏模型,零权重"
"110","监督学习","弹性网络ElasticNet","弹性网络（ElasticNet）同时加入 L1 和 L2 正则项：损失 = MSE + α·L1 + β·L2。它结合 Lasso 的稀疏性与岭回归的稳定性，在特征间存在组群相关性时比 Lasso 更鲁棒，可同时选择一组相关特征而非随机选其一。","弹性网络,ElasticNet,L1,L2,稀疏性"
"111","监督学习","回归中的多重共线性","多重共线性是指多元回归中两个或多个自变量之间存在高度线性相关，导致回归系数估计不稳定、方差膨胀（VIF 值大）。检测方法：皮尔逊相关矩阵、方差膨胀因子（VIF）。处理方法：删除冗余特征、使用岭回归/Lasso 正则化、PCA 降维。","多重共线性,方差膨胀因子VIF,岭回归,特征相关,系数不稳定"
"112","监督学习","决策树预剪枝与后剪枝","剪枝是防止决策树过拟合的核心手段。预剪枝：在树生长阶段提前停止，通过限制最大深度、最少样本数、最小信息增益实现；优点是训练快，缺点可能欠拟合。后剪枝：先生成完整树再从底部向上合并节点，通常效果更好但计算成本更高。","决策树,预剪枝,后剪枝,最大深度,最少样本数"
"113","监督学习","XGBoost算法","XGBoost（极度梯度提升）是 GBDT 的高效实现，在目标函数中加入正则项（叶节点数与权重 L2 范数）防止过拟合，并利用二阶泰勒展开近似损失，提升收敛速度。支持并行特征分裂搜索、稀疏数据自动处理、缺失值自动分配，是竞赛中最常用的集成模型之一。","XGBoost,梯度提升,二阶泰勒,正则化,并行计算"
"114","监督学习","LightGBM算法","LightGBM 是微软开发的高效梯度提升框架，相比 XGBoost 的核心改进：采用直方图算法减少特征遍历成本；按叶子生长（Leaf-wise）而非按层生长（Level-wise），收敛更快；使用互斥特征捆绑（EFB）和梯度单边采样（GOSS）进一步降低复杂度。","LightGBM,直方图算法,叶子生长,EFB,GOSS"
"115","监督学习","CatBoost算法","CatBoost 是 Yandex 开发的梯度提升框架，核心创新：无需手动处理类别特征（自动目标统计编码）；采用对称树结构确保每层特征一致，减少过拟合；使用有序提升（Ordered Boosting）防止目标泄露。在含大量类别特征的数据上表现出色。","CatBoost,类别特征,目标统计编码,对称树,有序提升"
"116","监督学习","软间隔SVM","标准硬间隔 SVM 要求所有样本严格位于间隔边界外侧，对噪声和线性不可分数据失效。软间隔 SVM 引入松弛变量 xi>=0 允许少量误分类，目标变为最大化间隔同时惩罚违规点（代价参数 C 控制权衡：C 越大越接近硬间隔，越易过拟合）。","软间隔SVM,松弛变量,C参数,误分类,线性不可分"
"117","监督学习","支持向量回归SVR","SVR（支持向量回归）将 SVM 的大间隔思想应用于回归任务，引入 epsilon-不敏感损失函数：预测误差在 epsilon 以内不计入损失，只惩罚超过 epsilon 的残差。SVR 对异常值不敏感，泛化性好，结合核函数可处理非线性回归问题。","SVR,支持向量回归,epsilon不敏感损失,核函数,回归"
"118","监督学习","判别模型与生成模型","判别模型直接学习输入 X 到标签 Y 的条件概率 P(Y|X)，如逻辑回归、SVM、决策树；生成模型学习联合分布 P(X,Y) 或类条件 P(X|Y)，再通过贝叶斯推断获得 P(Y|X)，如朴素贝叶斯、LDA、GAN。判别模型通常分类精度更高；生成模型能生成新样本。","判别模型,生成模型,条件概率,联合分布,贝叶斯"
"119","监督学习","参数模型与非参数模型","参数模型假设数据服从特定分布，模型复杂度固定（参数数量不随数据量增大），如线性回归、逻辑回归、朴素贝叶斯，训练快、可解释性强但表达能力受限。非参数模型不做固定假设，复杂度随数据增长，如 KNN、核密度估计、高斯过程，适应性强但计算成本高。","参数模型,非参数模型,模型复杂度,线性回归,KNN"
"120","监督学习","在线学习与批量学习","批量学习（离线学习）一次性用全部数据训练，模型固定后部署，更新时需重新训练；适合数据量固定的场景。在线学习每次接收一个（或小批量）新样本后立即更新模型，能适应数据分布变化（概念漂移），适用于实时推荐、流式数据等场景。","批量学习,在线学习,概念漂移,实时更新,流式数据"
"121","监督学习","多标签分类","多标签分类中每个样本可同时属于多个类别，与多类分类（每个样本只属于一个类）不同。典型应用：文章标签（体育、科技同时选中）、图片多对象识别。常见方法：二元关联（每个标签独立训练一个二分类器）、标签功率集、链式分类器（标签之间有依赖）。","多标签分类,二元关联,链式分类器,标签依赖,多类分类"
"122","监督学习","代价敏感学习","代价敏感学习针对不同类型的错误代价不等的场景（如漏检癌症的代价远高于误报），在损失函数中为不同误分类赋予不同权重。实现方式：加权损失函数、调整决策阈值、对样本重采样。与类别不平衡处理相关但更通用，强调的是业务代价而非样本数量。","代价敏感学习,错误代价,加权损失,阈值调整,类别不平衡"
"123","监督学习","回归树与分类树","CART 算法同时支持分类树和回归树。分类树用基尼系数或信息增益作分裂准则，叶节点输出多数类别。回归树用均方误差（MSE）作分裂准则，叶节点输出区域内样本的均值。两者的树生长和剪枝逻辑相同，区别在于分裂指标和叶节点预测方式。","CART,分类树,回归树,基尼系数,MSE"
"124","监督学习","集成学习Stacking","Stacking（堆叠集成）分两层：第一层多个不同基模型（如决策树、SVM、KNN）在交叉验证折上训练并输出预测作为新特征；第二层元模型（通常是逻辑回归）学习如何融合这些预测。Stacking 能充分利用不同模型的互补性，效果优于简单投票，但实现复杂。","Stacking,堆叠集成,基模型,元模型,交叉验证"
"125","监督学习","半监督学习概述","半监督学习使用大量无标签数据和少量有标签数据共同训练，介于监督学习和无监督学习之间。常见方法：自训练（模型对无标签数据打伪标签再训练）、标签传播（在图上传播标签）、生成模型方法。在标注成本高昂的场景（医疗、语音）具有重要意义。","半监督学习,自训练,伪标签,标签传播,无标签数据"
"126","无监督学习","主成分分析PCA数学原理","PCA 通过对数据协方差矩阵进行特征分解，找出方差最大的正交方向（主成分）。步骤：数据中心化 → 计算协方差矩阵 → 特征值分解 → 取前 k 个最大特征值对应的特征向量。投影到这 k 维新空间既保留了最多方差，又消除了特征间的线性相关性。","PCA,协方差矩阵,特征分解,主成分,降维"
"127","无监督学习","奇异值分解SVD","SVD 将任意 m×n 矩阵 A 分解为 A=U·Sigma·V^T，其中 U、V 是正交矩阵，Sigma 是对角奇异值矩阵。截断 SVD 保留前 k 个最大奇异值可实现低秩近似，是推荐系统矩阵分解、文本潜在语义分析（LSA）和图像压缩的核心工具。PCA 本质上也是协方差矩阵的 SVD。","SVD,奇异值,低秩近似,矩阵分解,推荐系统"
"128","无监督学习","非负矩阵分解NMF","NMF 将非负矩阵 V 分解为两个非负矩阵之积 V≈W·H，其中 W 是基矩阵、H 是系数矩阵。由于约束非负，分解结果具有部分加和的可解释性（如图像是部件叠加、文章是主题组合）。常用于人脸识别、文档主题提取和音频源分离。","NMF,非负矩阵,部分加和,主题提取,可解释性"
"129","无监督学习","谱聚类","谱聚类将数据构建为图（节点=样本，边权=相似度），计算图的拉普拉斯矩阵并取其前 k 个特征向量形成低维嵌入，再在此嵌入上运行 K-means 聚类。能识别任意形状的聚类（如环形、月牙形），不依赖欧氏距离假设，但计算图拉普拉斯的代价较高。","谱聚类,图拉普拉斯,特征向量,K-means,任意形状聚类"
"130","无监督学习","孤立森林IsolationForest","孤立森林利用随机分裂树检测异常点：异常点在特征空间中孤立稀少，随机分裂时需要的切割次数（路径长度）更短。多棵随机树的平均路径长度构成异常评分，路径越短越异常。算法复杂度低、对高维数据有效，是工业界常用异常检测方法。","孤立森林,异常检测,路径长度,随机切割,异常评分"
"131","无监督学习","局部异常因子LOF","LOF（局部异常因子）基于密度比较检测异常：计算每个样本与其 k 个近邻的可达距离定义局部密度，再将样本密度与邻居密度之比作为异常分。若比值远大于 1 说明该点密度远小于周围，为异常点。LOF 能检测局部异常，对全局密度不均匀的数据比孤立森林更敏感。","LOF,局部密度,可达距离,异常检测,k近邻"
"132","无监督学习","自编码器AutoEncoder","自编码器是一种无监督神经网络，由编码器将输入压缩为低维隐向量（瓶颈层），再由解码器重建原始输入，以最小化重建误差训练。隐向量迫使网络提取数据的核心特征，可用于特征学习、数据压缩和异常检测（重建误差大则为异常）。","自编码器,编码器,解码器,隐向量,重建误差"
"133","无监督学习","独立成分分析ICA","ICA（独立成分分析）将观测到的混合信号分解为统计独立的源信号，即求一个分离矩阵使各成分尽可能独立（非高斯性最大）。经典应用是鸡尾酒会问题：从多个麦克风录音中分离出各说话人声音。与 PCA 的区别：PCA 去相关，ICA 追求统计独立性。","ICA,独立成分,盲源分离,鸡尾酒会问题,非高斯性"
"134","无监督学习","流形学习概述","流形学习假设高维数据实际分布在低维非线性流形上，目标是找出流形的低维参数化表示。代表算法：Isomap（测地距离保持）、LLE（局部线性嵌入）、UMAP（保持局部与全局结构）。相比 PCA 只能处理线性结构，流形学习可揭示 S 形曲面、瑞士卷等复杂数据形状。","流形学习,非线性降维,Isomap,LLE,UMAP"
"135","无监督学习","模糊C均值FCM","模糊 C 均值（FCM）是 K-means 的软聚类扩展：每个样本同时以不同隶属度属于多个簇，隶属度和为 1，通过交替更新隶属度矩阵和聚类中心迭代收敛。适合边界模糊的数据。关键参数 m（模糊度）：m=1 退化为硬聚类，m 趋向无穷时所有样本等权属于所有簇。","模糊C均值,FCM,隶属度,软聚类,模糊度"
"136","无监督学习","协同过滤推荐系统","协同过滤基于用户行为相似性推荐，不依赖物品属性。分为两类：用户协同过滤（找相似用户，推荐他们喜欢的物品）和物品协同过滤（找相似物品，推荐用户喜欢物品的相似物品）。冷启动问题是其主要挑战，常用矩阵分解缓解数据稀疏。","协同过滤,用户相似度,物品相似度,冷启动,矩阵分解"
"137","无监督学习","FP-Growth算法","FP-Growth 是比 Apriori 更高效的关联规则挖掘算法。核心思想：将事务数据库压缩为 FP-树（频繁模式树），无需多次扫描数据库即可挖掘频繁项集。通过条件模式基和条件 FP-树递归挖掘，时间复杂度远低于 Apriori 的候选生成方式。","FP-Growth,FP树,频繁项集,条件模式基,关联规则"
"138","无监督学习","自组织映射SOM","SOM（自组织映射）是一种竞争学习神经网络，将高维数据映射到低维（通常 2D）网格上，保留拓扑结构。训练时对每个输入样本找最近的获胜节点（BMU）并更新其及邻域权重，逐步缩小邻域范围实现局部特化。常用于高维数据可视化和无监督聚类。","SOM,自组织映射,竞争学习,拓扑结构,BMU"
"139","无监督学习","关联规则支持度与置信度","关联规则 X→Y 的核心度量：支持度=P(X∩Y)，表示 X 与 Y 同时出现的频率（衡量规则普遍性）；置信度=P(Y|X)，表示买了 X 也买 Y 的概率（衡量规则可靠性）；提升度=置信度/P(Y)，大于 1 说明 X 对 Y 有正向促进（衡量规则非随机性）。","关联规则,支持度,置信度,提升度,Apriori"
"140","无监督学习","矩阵分解推荐","矩阵分解推荐将用户-物品评分矩阵（m×n）分解为用户隐向量矩阵（m×k）和物品隐向量矩阵（n×k）之积，用已知评分训练隐向量，再用矩阵乘积预测未评分项。常用算法：ALS（交替最小二乘）、SGD 随机梯度下降。隐语义维度 k 是关键超参数。","矩阵分解,推荐系统,隐向量,ALS,协同过滤"
"141","模型评估","留出法Hold-out","留出法是最简单的模型评估方法：将数据集随机划分为训练集和测试集（常见比例 7:3 或 8:2），在训练集上拟合模型，在测试集上评估性能。优点是简单快速；缺点是结果对划分方式敏感（方差较大），适合数据量充足的场景。","留出法,训练集,测试集,划分比例,模型评估"
"142","模型评估","自助法Bootstrap","Bootstrap 通过有放回地从原始数据集采样得到同等大小的训练集（平均约 63.2% 的原样本被选中），未被选中的约 36.8% 样本作为测试集（外包估计）。常用于评估模型不确定性和构建集成学习，在数据量较小时比交叉验证更稳定。","Bootstrap,有放回采样,外包估计,不确定性,集成学习"
"143","模型评估","PR曲线","PR（精确率-召回率）曲线以召回率为横轴、精确率为纵轴，通过调整分类阈值绘制。PR 曲线下面积（AUPRC/AP）衡量模型在不平衡数据集上的综合能力。当正负样本严重不平衡时，PR 曲线比 ROC 曲线更能反映模型在正例上的真实表现，不会被大量负例稀释。","PR曲线,精确率,召回率,AUPRC,类别不平衡"
"144","模型评估","对数损失LogLoss","对数损失（Log Loss）评估概率预测质量：LogLoss=-1/N·Σ[yi·log(pi)+(1-yi)·log(1-pi)]。预测概率越接近真实标签，损失越低。LogLoss 对极端错误惩罚极重，因此鼓励模型输出校准良好的概率而非盲目自信。","对数损失,LogLoss,概率校准,交叉熵,概率预测"
"145","模型评估","科恩Kappa系数","Kappa 系数衡量分类器与随机猜测之间的一致性：κ=(po-pe)/(1-pe)，其中 po 是观测一致率，pe 是随机一致率。κ=1 表示完全一致，κ=0 表示与随机无异。在类别不平衡时比准确率更可靠，常用于多分类和医学诊断一致性评估。","Kappa系数,一致性评估,随机猜测,类别不平衡,多分类"
"146","模型评估","信息准则AIC与BIC","AIC（赤池信息准则）和 BIC（贝叶斯信息准则）用于在模型复杂度和拟合度之间权衡。AIC=-2lnL+2k，BIC=-2lnL+k·ln(n)，其中 L 是最大似然值，k 是参数数量，n 是样本数。BIC 对参数数量的惩罚更重，更倾向选简单模型。越小越好。","AIC,BIC,模型选择,最大似然,复杂度惩罚"
"147","模型评估","贝叶斯优化超参数","贝叶斯优化用概率代理模型（如高斯过程）对超参数-目标函数关系建模，通过平衡探索和利用高效搜索超参数空间。比网格搜索和随机搜索使用更少的评估次数找到更好的超参数，特别适合每次训练代价昂贵的深度学习场景。","贝叶斯优化,高斯过程,超参数搜索,探索利用,代理模型"
"148","模型评估","随机搜索调参","随机搜索（RandomizedSearchCV）在超参数空间中随机采样一定数量的组合进行评估，而非穷举网格所有组合。研究表明，当多数超参数对模型影响较小时，随机搜索用相同计算量能探索到比网格搜索更好的区域。适合高维超参数空间和计算资源有限的场景。","随机搜索,超参数,RandomizedSearchCV,网格搜索对比,计算效率"
"149","模型评估","时间序列交叉验证","普通 k 折交叉验证随机打乱数据，不适用于时间序列（未来信息泄露给过去）。时间序列交叉验证采用前向验证（Walk-forward Validation）：训练集只用历史数据，验证集始终在训练集之后，逐步扩展训练窗口，保证验证集与实际预测场景一致，防止数据泄露。","时间序列,前向验证,数据泄露,交叉验证,序列数据"
"150","模型评估","模型可解释性SHAP","SHAP（SHapley Additive exPlanations）基于博弈论 Shapley 值，计算每个特征对单个预测的贡献量。SHAP 值满足效率性、对称性、虚特征性等公理，是模型无关的解释方法，可应用于任何模型。SHAP 摘要图可同时展示特征重要性和特征值方向对预测的影响。","SHAP,可解释性,Shapley值,特征贡献,模型无关"
"151","模型评估","数据泄露与测试集污染","数据泄露是指训练阶段不应有的测试集或未来信息渗入，导致模型评估虚假高分但部署后性能下降。常见形式：用全量数据做标准化再划分（应先划分再标准化）、测试集参与特征选择、时序数据随机划分。防范关键：预处理管道（Pipeline）必须只在训练集上 fit。","数据泄露,测试集污染,Pipeline,标准化,时序划分"
"152","模型评估","校准曲线","校准曲线（Reliability Diagram）检验分类模型概率输出的可靠性：将预测概率分桶，计算每桶内实际正例比例并与预测平均概率对比，理想模型贴近对角线。常用校准方法：Platt Scaling（Sigmoid 变换）和等渗回归。校准对医疗风险评分等场景至关重要。","校准曲线,概率校准,Platt Scaling,等渗回归,可靠性"
"153","模型评估","平均精度AP与mAP","AP（平均精度）是 PR 曲线的面积，对不同召回率下的精确率求平均，是目标检测和信息检索的标准指标。mAP（mean AP）是对所有类别的 AP 求平均，用于多类检测任务评估（如 COCO 数据集）。mAP@0.5 表示 IoU 阈值为 0.5 时的平均精度。","AP,mAP,PR曲线面积,目标检测,IoU"
"154","模型评估","假设检验在ML中的应用","对比两个模型性能时，单次评估结果可能受随机性影响，需要假设检验判断差异是否显著。常用方法：McNemar 检验（比较两个分类器的错误率差异）、t 检验（比较多次交叉验证分数均值）。p 值小于 0.05 通常认为差异有统计显著性，但应结合效应量和实际意义判断。","假设检验,McNemar检验,t检验,显著性,p值"
"155","模型评估","累积增益曲线","累积增益曲线（Gains Curve）和提升曲线（Lift Curve）常用于营销建模评估：按模型预测概率从高到低对客户排序，计算按比例取前 x% 人群中能覆盖多少目标用户。提升度 = 模型覆盖率 / 随机覆盖率。帮助决策者在资源有限时制定精准触达策略。","累积增益曲线,提升曲线,Lift,营销建模,排序模型"
"156","特征工程","目标编码Target Encoding","目标编码用类别特征的目标变量均值替换该类别的取值（如将城市编码为该城市用户的平均消费额）。比独热编码更紧凑，能捕捉类别与目标的关联，对高基数类别特征非常有效。风险是目标泄露，需通过交叉验证或加入贝叶斯平滑防止过拟合。","目标编码,Target Encoding,高基数类别,贝叶斯平滑,目标泄露"
"157","特征工程","特征交叉","特征交叉将两个或多个特征组合为新特征（如城市×职业、年龄段×性别），以捕捉特征之间的交互效应。线性模型通过特征交叉可模拟非线性关系。Wide & Deep 模型中 Wide 部分专门学习交叉特征，DeepFM 用因子分解机自动建模二阶特征交叉。","特征交叉,交互效应,Wide&Deep,因子分解机,非线性"
"158","特征工程","特征哈希","特征哈希（Hashing Trick）将高维类别特征通过哈希函数映射到固定维度的向量，无需事先建立类别词典，内存占用可控。主要缺点是哈希碰撞（两个不同类别映射到同一维度），可通过增大哈希维度或多个哈希函数缓解。广泛用于在线学习和文本分类。","特征哈希,哈希技巧,哈希碰撞,高维类别,在线学习"
"159","特征工程","分桶离散化","分桶（Binning）将连续特征划分为若干区间（桶）转为离散特征，降低噪声敏感性，赋予线性模型一定非线性能力。等宽分桶：桶的宽度相等；等频分桶：每桶样本数相等，对偏态分布更鲁棒；基于决策树分裂点的分桶依据与目标的关系划分。","分桶离散化,等宽分桶,等频分桶,连续特征,离散化"
"160","特征工程","SMOTE过采样","SMOTE（合成少数类过采样技术）针对类别不平衡，通过在少数类样本及其 K 近邻之间的连线上随机插值生成新的合成样本。优于简单随机复制（不引入新信息）。变体：Borderline-SMOTE 只在决策边界附近过采样；ADASYN 根据学习难度动态调整过采样数量。","SMOTE,过采样,合成样本,少数类,类别不平衡"
"161","特征工程","随机欠采样","欠采样通过减少多数类样本数量来平衡类别分布。随机欠采样简单粗暴，可能丢失有用信息。改进方法：Tomek Links 删除多数类中与少数类最接近（边界混淆）的样本；ENN（编辑最近邻）删除被邻居错分的多数类样本；NearMiss 选择距少数类最近的多数类样本保留。","欠采样,Tomek Links,ENN,NearMiss,类别不平衡"
"162","特征工程","时序特征工程","时序特征工程从时间戳中提取信息：时间分量（年/月/日/时/星期）、是否节假日；滞后特征（t-1、t-2 的历史值）；滚动统计（过去 n 天的均值、方差、最大值）；差分特征（去除趋势）。周期性特征常用 sin/cos 编码使头尾连续。是时间序列预测的核心。","时序特征,滞后特征,滚动统计,差分,周期编码"
"163","特征工程","主题模型LDA","LDA（隐狄利克雷分布）是无监督的文档主题模型：假设每篇文档是多个主题的混合，每个主题是词语的概率分布，用 EM 或变分推断学习文档-主题分布和主题-词分布。输出是每个文档的主题分布向量，可作为文本特征，常用于文档分类、信息检索和内容推荐。","LDA,主题模型,文档主题分布,狄利克雷,文本特征"
"164","特征工程","Word2Vec原理","Word2Vec 通过神经网络将词映射为稠密向量（词嵌入），使语义相近的词向量距离相近。两种架构：CBOW（用上下文词预测中心词）和 Skip-gram（用中心词预测上下文词，对低频词更好）。训练技巧：负采样（Negative Sampling）和层次 Softmax 降低计算复杂度。","Word2Vec,词嵌入,CBOW,Skip-gram,负采样"
"165","特征工程","互信息特征选择","互信息（Mutual Information）衡量特征 X 与目标 Y 之间共享的信息量，值越大特征对目标的预测价值越高。比皮尔逊相关系数更强大：能检测非线性依赖关系，适用于离散和连续变量。scikit-learn 的 mutual_info_classif 可直接调用于分类任务。","互信息,特征选择,信息论,非线性依赖,特征价值"
"166","特征工程","方差过滤法","方差过滤是最简单的特征选择方法：删除方差低于阈值的特征（如所有样本值几乎相同的常量特征）。思路是方差太低的特征对模型几乎不提供信息。适合作为特征工程第一步快速去除冗余特征，在此基础上再做更复杂的筛选。","方差过滤,低方差特征,特征选择,常量特征,预处理"
"167","特征工程","皮尔逊相关系数","皮尔逊相关系数 r 衡量两个连续变量之间的线性相关程度，范围 [-1,1]：r=1 完全正相关，r=-1 完全负相关，r=0 无线性相关。特征选择中可删除与目标相关性低的特征，或删除特征间高度相关（|r|>0.9）的冗余特征之一。注意：皮尔逊只检测线性关系，对非线性依赖无效。","皮尔逊相关系数,线性相关,特征筛选,相关矩阵,冗余特征"
"168","特征工程","递归特征消除RFE","RFE（递归特征消除）是包裹法特征选择：先训练模型获取特征重要性，删除最不重要的若干特征，重新训练，重复直到剩余特征数达到目标数量。常结合交叉验证（RFECV）自动确定最优特征数量。优点是基于模型性能选择特征，缺点是计算量大（需多次训练）。","RFE,递归特征消除,特征重要性,包裹法,RFECV"
